Name,Number of Samples,Runtime [s],Time to Best Design [s],Die Area,Design Area,% Area Utilization,Maximum X Coordinate,Total Wire Length,Max Wire Length,Max Wire Location,Mean Wire Length,Median Wire Length,Concentrations,Concentration Error [%],Required Volume [mL]
nine_samples,9,1835.9272940158844,1834.1260240077972," 0 0 2550 1590
",858600,27%,3090000," 15110 um.
",13.653909999999998,connect7,5.881616153846153,4.220955000000002,19,17.06601262024977,0.00037106872320000005
,,,,,,,,,,,,,46,34.9592689530321,0.0006640177152000003
,,,,,,,,,,,,,34,33.46989743224093,0.0008983769088000005
,,,,,,,,,,,,,51,15.073644989306795,0.0009960265728000005
,,,,,,,,,,,,,71,0.30615217430692515,0.0013866252288000007
,,,,,,,,,,,,,208,8.657295859638085,0.002226412339200001
,,,,,,,,,,,,,200,27.617392574970424,0.003905986560000002
,,,,,,,,,,,,,114,23.578715773464488,0.0040622260224000015
,,,,,,,,,,,,,239,32.75078656554998,0.004667653939200002
nine_samples,9,1847.3607528209686,1834.0664899349213," 0 0 2550 1590
",1400400,44%,2430000," 18560 um.
",20.951819999999987,connect1,7.034196923076923,6.170865000000001,5,8.830427619697044,0.00130976391168
,,,,,,,,,,,,,17,15.262525620263002,0.004453197299712
,,,,,,,,,,,,,89,50.26476121921066,0.017812789198848
,,,,,,,,,,,,,86,31.573453012738135,0.02252793928089601
,,,,,,,,,,,,,68,20.347370087080694,0.02252793928089601
,,,,,,,,,,,,,98,19.284436581217268,0.023313797627904004
,,,,,,,,,,,,,86,17.66385858403702,0.025671372668927998
,,,,,,,,,,,,,222,16.417169700194435,0.05501008429056002
,,,,,,,,,,,,,210,2.7814523150020913,0.05815351767859202
